time_key,open,high,low,close,volume
2024-10-24,67.875,68.439,66.544,66.616,8847100
2024-10-25,66.967,68.284,66.8,67.307,9551270
2024-10-28,67.315,67.914,67.021,67.435,10519070
2024-10-29,67.5,70.04,67.377,69.623,13338890
2024-10-30,68.2,69.519,68.001,69.18,16568420
2024-10-31,67.765,68.105,65.6,66.623,20012390
2024-11-01,66.65,67.8645,66.344,66.938,9064470
2024-11-04,66.725,67.056,66.236,66.337,6380750
2024-11-05,66.908,68.155,66.725,67.033,10165630
2024-11-06,67.5,67.864,65.748,66.966,17153660
2024-11-07,68.285,68.782,67.51,68.615,11224100
2024-11-08,68.9605,69.436,68.138,68.741,12780830
2024-11-11,68.4,68.5205,65.674,66.603,14230590
2024-11-12,66.301,66.926,65.486,66.478,11116270
2024-11-13,65.406,65.599,63.832,64.455,15053690
2024-11-14,66,66,64.274,64.5,11698700
2024-11-15,62.053,63,61.235,61.446,17122010
2024-11-18,61.423,62.37737,61.177,62.026,12235830
2024-11-19,61.648,61.841,60.94,61.566,14091490
2024-11-20,61.649,61.99499,60.989,61.683,11953200
2024-11-21,62.78,63.796,62,63.316,13861980
2024-11-22,63,64.303,63,63.955,9820020
2024-11-25,64.669,64.669,63.2105,64.467,19129570
2024-11-26,65.118,65.118,62.386,63.147,9234370
2024-11-27,63.147,63.3985,62.123,63.214,9427930
2024-11-29,64.481,66.1495,64.327,64.703,9256730
2024-12-02,64.501,66.907,64.5,66.603,13805160
2024-12-03,66.113,66.718,65.682,66.572,13765640
2024-12-04,67.018,67.05,65.567,66.622,14594900
2024-12-05,66.038,66.292,64.139,64.261,10283670
2024-12-06,64.115,65.071,63.818,64.834,8625190
2024-12-09,65.901,66.634,64.582,65.237,10933420
2024-12-10,65.783,65.783,63.847,64.187,9151900
2024-12-11,64.697,65.712,64.208,64.884,11074090
2024-12-12,64.687,64.989,63.791,64.66,6981520
2024-12-13,64.8,66.387,64.75802,65.376,14634090
2024-12-16,64.968,66.453,64.5415,65.613,10144630
2024-12-17,65.997,66.89,65.2085,65.488,12524320
2024-12-18,65.8655,66.9095,62.561,63.077,14520860
2024-12-19,62.416,63.52761,62.058,62.218,11161510
2024-12-20,61.643,64.1055,61.34,62.937,26521650
2024-12-23,63.158,64.951,63.158,64.799,8864860
2024-12-24,64.505,65.2,64.126,65.053,3495060
2024-12-26,64.422,65.389,64.205,64.855,4540720
2024-12-27,64.717,64.772,63.801,64.481,7296770
2024-12-30,63.381,63.724,62.66,63.364,6880970
2024-12-31,63.35,63.8,62.71725,63.012,6462150
2025-01-02,63.469,64.943,63.189,63.662,8923560
2025-01-03,64.39,65.871,64.0315,65.701,8652230
2025-01-06,67.36,69.687,67.351,69.03,16766190
2025-01-07,69.478,70.587,68.326,68.93,12836750
2025-01-08,69,69.2,67.8965,68.62,10933580
2025-01-10,68.39,69.457,67.1645,68.306,12544700
2025-01-13,67.419,69.197,66.549,69.099,13190050
2025-01-14,69.299,70.139,68.656,70.126,10390760
2025-01-15,71.5,72.73699,71.354,71.625,13683200
2025-01-16,73.5,77.907,73.358,74.726,20195670
2025-01-17,76.295,76.33,74.761,75.747,14026250
2025-01-21,76.23,77.843,75.1225,76.724,13699860
2025-01-22,77.336,78.713,77.158,77.191,12004970
2025-01-23,75.327,76.187,74.129,76.095,8222090
2025-01-24,76.505,76.579,74.315,74.982,7453930
2025-01-27,71.66,72.495,68.5195,70.271,23578380
2025-01-28,69.733,70.889,68.922,70.292,13872770
2025-01-29,72.108,72.188,70.778,71.297,7291920
2025-01-30,73.128,74.611,72.2,74.243,17110410
2025-01-31,75.893,77.0245,73.5,73.824,16322930
2025-02-03,72.739,75.3,72.637,74.021,12168050
2025-02-04,73.283,75.6,73.283,74.932,9999140
2025-02-05,74.263,76.1915,74.094,75.915,6774590
2025-02-06,75.768,76.424,75.32179,76.182,5794290
2025-02-07,76.18,76.72683,74.422,74.77,6646130
2025-02-10,75.968,76.125,74.368,75.146,15644820
2025-02-11,75.455,76.196,74.916,75.862,5919160
2025-02-12,74.253,75.467,73.854,75.055,4766270
2025-02-13,75.103,76.5,75.008,76.428,7117360
2025-02-14,76.017,76.952,73.902,75.074,9985680
2025-02-18,75.804,76.0205,73.79389,75.825,13539850
2025-02-19,76.113,77.7,75.309,77.475,9366760
2025-02-20,78,79.4,77.101,77.763,8836620
2025-02-21,77.974,78.241,75.106,75.43,8724870
2025-02-24,76.199,76.303,73.6,73.757,11108710
2025-02-25,73.629,73.629,72.1465,72.497,10686750
2025-02-26,73.333,75.111,72.998,73.852,12473550
2025-02-27,74.305,75,69.864,69.916,13253090
2025-02-28,70.584,71.35,69.193,70.884,12426580
2025-03-03,71.453,72.8105,68.636,69.115,13047610
2025-03-04,69.347,71.601,67.856,69.9,11826470
2025-03-05,70.111,71.724,68.9625,71.581,9158150
2025-03-06,69.727,71.166,68.398,69.213,11357330
2025-03-07,68.82,71.4115,68.022,71.129,10883320
2025-03-10,69.382,69.722,67.058,67.836,13891830
2025-03-11,67.739,68.0315,65.37392,66.422,10587400
2025-03-12,67.604,68.675,67.1815,68.039,8841430
2025-03-13,67.662,69.4,66.866,68.15,9310380
2025-03-14,68.997,71.374,68.997,71.3,11429420
2025-03-17,70.574,72.41999,70.553,71.829,9761920
2025-03-18,71.19,71.28,69.806,71,9507740
2025-03-19,71,73.0065,70.4947,71.961,7534100
2025-03-20,70.882,71.966,70.7675,71.646,6294630
2025-03-21,70.231,70.938,69.236,70.649,24549800
2025-03-24,72.271,73.514,71.64,72.773,7301960
2025-03-25,72.462,72.7165,71.873,72.185,4988460
2025-03-26,72.149,72.41719,69.881,70.554,7348230
2025-03-27,70.035,70.713,69.2,70,7351270
2025-03-28,68.537,69.4165,66.718,67.36,9895220
2025-03-31,67.299,68.114,65.542,67.98,11654230
2025-04-01,67.4,68.28,66.218,68.246,6696780
2025-04-02,66.729,69.5615,66.729,68.619,7910880
2025-04-03,65.221,65.692,62.027,62.082,15252840
2025-04-04,59.254,60,55.976,57.653,20727810
2025-04-07,56.665,63.277,55.133,60.462,29964570
2025-04-08,62.6,64.426,58.681,59.951,27197870
2025-04-09,60.487,72.184,59.735,70.331,34479170
2025-04-10,66.49,68.0685,62.849,65.676,26761060
2025-04-11,64.6815,67.67309,63.508,67.022,13617950
2025-04-14,68.15,68.43,65.945,66.997,9873980
2025-04-15,66.942,68.2105,66.5,67.621,7903530
2025-04-16,63.825,65.905,61.931,64.219,20208450
2025-04-17,64.903,64.919,63.162,63.443,12242720
2025-04-21,62.343,62.721,60.77,62.08,13460510
2025-04-22,62.669,63.985,62.585,63.636,13723800
2025-04-23,66.424,67.27,65.28801,65.711,9452870
2025-04-24,67.411,69.057,66.4195,68.942,13040030
2025-04-25,68,70.0305,67.8915,69.461,6318250
2025-04-28,68.77,69.91368,67.9045,69.372,7360490
2025-04-29,68.363,69.535,68.174,68.795,7265350
2025-04-30,67.7,70.499,67.42,70.269,11722960
2025-05-01,68.92,69.3035,67.476,67.631,14635390
2025-05-02,69.425,70.784,69.291,69.816,8518590
2025-05-05,69.102,70.161,68.712,69.329,8120060
2025-05-06,68.086,69,67.761,67.942,9054220
2025-05-07,68.049,69.646,67.527,69.435,9628960
2025-05-08,70.332,71.0495,69.28,70.333,9069680
2025-05-09,70.614,71.13,69.673,70.12,9551380
2025-05-12,74.5,76.2795,74.161,76.047,21105380
2025-05-13,76,79.802,75.565,79.59,18051860
2025-05-14,78.675,80.539,78.675,80.5,11716260
2025-05-15,79.727,81.061,79.557,80.6,11297810
2025-05-16,80.713,80.713,78.408,79.117,11320310
2025-05-19,78.0685,78.957,77.50241,78.701,11420040
2025-05-20,77.963,79.086,77.718,79.029,9492680
2025-05-21,77.832,79.972,77.518,77.894,12368160
2025-05-22,76.646,78.176,76.20001,76.751,6825410
2025-05-23,74.775,76.11,74.487,75.717,9419480
2025-05-27,77.471,79.218,76.85983,78.906,12926430
2025-05-28,78.906,79.63,77.61943,77.75,9056700
2025-05-29,79.298,79.4795,76.868,77.397,9325260
2025-05-30,77.278,77.355,74.044,75.688,17177050
2025-06-02,75.24,76.46473,75.196,76.244,8646270
2025-06-03,76.205,77.9585,75.6335,77.579,9433930
2025-06-04,78.162,78.693,77.35967,78.209,8396890
2025-06-05,78.841,79.651,77.742,79.189,16194120
2025-06-06,80.124,81.397,79.977,80.8,9963830
2025-06-09,81.1,83.5,81.1,82.929,15299290
2025-06-10,82.929,85.716,82.676,85.659,15156580
2025-06-11,86.508,87.3525,85.88,87.2,16503720
2025-06-12,86.65,87.9155,86.65,87.5,10916520
2025-06-13,85.9,87.645,85.69397,86.767,18324020
2025-06-16,87.6,89.331,87.562,89.238,16194200
2025-06-17,89,91.483,88.772,89.3,13341770
2025-06-18,89.4885,89.81499,86.731,87.116,14316340
2025-06-20,88.383,88.383,83.485,85,23478350
2025-06-23,85.292,85.962,84.118,85.628,14277150
2025-06-24,87.124,89.057,86.956,88.903,11451080
2025-06-25,89.501,90.294,88.774,89.346,7720940
2025-06-26,89.747,90.7255,89.33,90.294,8649060
2025-06-27,90.5,90.795,88.464,88.987,11754860
2025-06-30,89.116,89.825,88.43401,89.574,7869080
